,Price,Brand,Model,Edition,Year,Mileage
4751,8500000,Toyota,Vitz,Safety Edition,2019,4300
4752,7900000,Toyota,Vitz,Safety Edition,2018,26350
4753,7700000,Toyota,Vitz,Safety Edition,2018,11000
4754,8450000,Toyota,Vitz,Safety Edition,2018,23000
4755,6650000,Toyota,Vitz,Safety Edition,2016,65000
4756,6350000,Toyota,Vitz,Safety Edition,2015,55160
4757,6990000,Toyota,Vitz,Safety Edition,2015,48000
4758,6365000,Toyota,Vitz,Safety Edition,2015,65000
4759,4875000,Toyota,Vitz,Safety Edition,2007,110000
4760,6250000,Toyota,Vitz,Safety Edition,2015,49000
4761,7890000,Toyota,Vitz,Safety Edition,2018,31000
4762,5975000,Toyota,Vitz,Safety Edition,2013,88000
4763,6250000,Toyota,Vitz,Safety Edition,2015,78000
4764,8000000,Toyota,Vitz,Safety Edition,2018,30600
4765,7975000,Toyota,Vitz,Safety Edition,2018,30000
4766,7600000,Toyota,Vitz,Safety Edition,2018,53758
4767,7625000,Toyota,Vitz,Safety Edition,2017,43000
4768,6350000,Toyota,Vitz,Safety Edition,2014,108000
4769,8500000,Toyota,Vitz,Safety Edition,2018,10000
4770,4675000,Toyota,Vitz,Safety Edition,2007,121000
4771,8450000,Toyota,Vitz,Safety Edition,2018,20000
4772,5400000,Toyota,Vitz,Safety Edition,2009,132213
4773,8250000,Toyota,Vitz,Safety Edition,2018,28850
4774,9000000,Toyota,Vitz,Safety Edition,2018,14000
4775,8500000,Toyota,Vitz,Safety Edition,2019,35000
4776,8700000,Toyota,Vitz,Safety Edition,2017,11000
4777,8750000,Toyota,Vitz,Safety Edition,2017,23000
4778,8700000,Toyota,Vitz,Safety Edition,2017,18000
4779,7800000,Toyota,Vitz,Safety Edition,2018,59000
4780,7500000,Toyota,Vitz,Safety Edition,2016,48500
4781,6800000,Toyota,Vitz,Safety Edition,2016,45000
4782,7700000,Toyota,Vitz,Safety Edition,2018,29600
4783,5375000,Toyota,Vitz,Safety Edition,2010,102000
4784,6800000,Toyota,Vitz,Safety Edition,2016,38000
4785,8500000,Toyota,Vitz,Safety Edition,2018,9300
4786,4700000,Toyota,Vitz,Safety Edition,2006,125000
4787,6500000,Toyota,Vitz,Safety Edition,2015,75200
4788,8500000,Toyota,Vitz,Safety Edition,2018,84597
4789,7250000,Toyota,Vitz,Safety Edition,2016,31000
4790,6950000,Toyota,Vitz,Safety Edition,2015,51000
4791,7890000,Toyota,Vitz,Safety Edition,2017,52300
4792,8000000,Toyota,Vitz,Safety Edition,2018,16000
4793,7350000,Toyota,Vitz,Safety Edition,2017,44000
4794,8450000,Toyota,Vitz,Safety Edition,2017,16728
4795,8450000,Toyota,Vitz,Safety Edition,2017,15007
4796,6900000,Toyota,Vitz,Safety Edition,2016,51000
4797,6750000,Toyota,Vitz,Safety Edition,2016,73992
4798,8450000,Toyota,Vitz,Safety Edition,2019,12000
4799,5400000,Toyota,Vitz,Safety Edition,2006,73190
4800,6175000,Toyota,Vitz,Safety Edition,2016,61000
4801,7325000,Toyota,Vitz,Safety Edition,2017,21000
4802,9950000,Toyota,Vitz,Safety Edition,2019,800
4803,8750000,Toyota,Vitz,Safety Edition,2017,22854
4804,8500000,Toyota,Vitz,Safety Edition,2019,5964
4805,8500000,Toyota,Vitz,Safety Edition,2018,45000
4806,3500000,Toyota,Vitz,Safety Edition,1999,232000
4807,7850000,Toyota,Vitz,Safety Edition,2018,49000
4808,7850000,Toyota,Vitz,Safety Edition,2018,45010
4809,7250000,Toyota,Vitz,Safety Edition,2016,50000
4810,7190000,Toyota,Vitz,Safety Edition,2017,50390
4811,8490000,Toyota,Vitz,Safety Edition,2019,17300
4812,6895000,Toyota,Vitz,Safety Edition,2016,72000
4813,6895000,Toyota,Vitz,Safety Edition,2016,72000
4814,7750000,Toyota,Vitz,Safety Edition,2018,55168
4815,6995000,Toyota,Vitz,Safety Edition,2016,33000
4816,3590000,Toyota,Vitz,Safety Edition,2001,114000
4817,7350000,Toyota,Vitz,Safety Edition,2017,20000
4818,7700000,Toyota,Vitz,Safety Edition,2018,40000
4819,7850000,Toyota,Vitz,Safety Edition,2018,42000
4820,6975000,Toyota,Vitz,Safety Edition,2015,56000
4821,7950000,Toyota,Vitz,Safety Edition,2018,28000
4822,7975000,Toyota,Vitz,Safety Edition,2019,48000
4823,8500000,Toyota,Vitz,Safety Edition,2018,26013
4824,8500000,Toyota,Vitz,Safety Edition,2018,22052
4825,8300000,Toyota,Vitz,Safety Edition,2017,70475
4826,8250000,Toyota,Vitz,Safety Edition,2018,19000
4827,6900000,Toyota,Vitz,Safety Edition,2016,50000
4828,6950000,Toyota,Vitz,Safety Edition,2015,35509
4829,6550000,Toyota,Vitz,Safety Edition,2015,53626
4830,6945000,Toyota,Vitz,Safety Edition,2017,60000
4831,6790000,Toyota,Vitz,Safety Edition,2015,40100
4832,6150000,Toyota,Vitz,Safety Edition,2013,56000
4833,8590000,Toyota,Vitz,Safety Edition,2019,12694
4834,6990000,Toyota,Vitz,Safety Edition,2016,62000
4835,8790000,Toyota,Vitz,Safety Edition,2019,32000
4836,8750000,Toyota,Vitz,Safety Edition,2017,23000
4837,8700000,Toyota,Vitz,Safety Edition,2017,18000
4838,6125000,Toyota,Vitz,Safety Edition,2013,82000
4839,8050000,Toyota,Vitz,Safety Edition,2017,11800
4840,6125000,Toyota,Vitz,Safety Edition,2013,92000
4841,7325000,Toyota,Vitz,Safety Edition,2017,68000
4842,7290000,Toyota,Vitz,Safety Edition,2017,51000
4843,8250000,Toyota,Vitz,Safety Edition,2018,31000
4844,7950000,Toyota,Vitz,Safety Edition,2018,33000
4845,7750000,Toyota,Vitz,Safety Edition,2018,21000
4846,7650000,Toyota,Vitz,Safety Edition,2017,47090
4847,7900000,Toyota,Vitz,Safety Edition,2018,28000
4848,8690000,Toyota,Vitz,Safety Edition,2019,11000
4849,6985000,Toyota,Vitz,Safety Edition,2016,42000
4850,8525000,Toyota,Vitz,Safety Edition,2019,26000
4851,5725000,Toyota,Vitz,Safety Edition,2011,110000
4852,5190000,Toyota,Vitz,Safety Edition,2008,149000
4853,8190000,Toyota,Vitz,Safety Edition,2017,24000
4854,7490000,Toyota,Vitz,Safety Edition,2017,21000
4855,7825000,Toyota,Vitz,Safety Edition,2018,36000
4856,4850000,Toyota,Vitz,Safety Edition,2008,110000
4857,4995000,Toyota,Vitz,Safety Edition,2007,97279
4858,5000000,Toyota,Vitz,Safety Edition,2007,111971
4859,7750000,Toyota,Vitz,Safety Edition,2018,34000
4860,7750000,Toyota,Vitz,Safety Edition,2018,19000
4861,8290000,Toyota,Vitz,Safety Edition,2019,45000
4862,5390000,Toyota,Vitz,Safety Edition,2008,168000
4863,6590000,Toyota,Vitz,Safety Edition,2016,52613
4864,7750000,Toyota,Vitz,Safety Edition,2018,41000
4865,4895000,Toyota,Vitz,Safety Edition,2007,140000
4866,7325000,Toyota,Vitz,Safety Edition,2017,57000
4867,5390000,Toyota,Vitz,Safety Edition,2007,120000
4868,7900000,Toyota,Vitz,Safety Edition,2018,30000
4869,6695000,Toyota,Vitz,Safety Edition,2016,61000
4870,7375000,Toyota,Vitz,Safety Edition,2017,49000
4871,6550000,Toyota,Vitz,Safety Edition,2016,56000
4872,6875000,Toyota,Vitz,Safety Edition,2016,55000
4873,6775000,Toyota,Vitz,Safety Edition,2016,59000
4874,10000000,Toyota,Vitz,Safety Edition,2020,2593
4875,5200000,Toyota,Vitz,Safety Edition,2008,48000
4876,7100000,Toyota,Vitz,Safety Edition,2017,76000
4877,7390000,Toyota,Vitz,Safety Edition,2017,50000
4878,6495000,Toyota,Vitz,Safety Edition,2018,75000
4879,7925000,Toyota,Vitz,Safety Edition,2018,26000
4880,8390000,Toyota,Vitz,Safety Edition,2019,24000
4881,6690000,Toyota,Vitz,Safety Edition,2016,77000
4882,8590000,Toyota,Vitz,Safety Edition,2019,48247
4883,5200000,Toyota,Vitz,Safety Edition,2007,124000
4884,5500000,Toyota,Vitz,Safety Edition,2008,83000
4885,3675000,Toyota,Vitz,Safety Edition,2005,130000
4886,8490000,Toyota,Vitz,Safety Edition,2018,11743
4887,8690000,Toyota,Vitz,Safety Edition,2019,33032
4888,5050000,Toyota,Vitz,Safety Edition,2007,133000
4889,6700000,Toyota,Vitz,Safety Edition,2016,50000
4890,7890000,Toyota,Vitz,Safety Edition,2018,46008
4891,6790000,Toyota,Vitz,Safety Edition,2016,66000
4892,7350000,Toyota,Vitz,Safety Edition,2017,45000
4893,3625000,Toyota,Vitz,Safety Edition,2000,140000
4894,8575000,Toyota,Vitz,Safety Edition,2019,24000
4895,6450000,Toyota,Vitz,Safety Edition,2016,93500
4896,5590000,Toyota,Vitz,Safety Edition,2010,110000
4897,6950000,Toyota,Vitz,Safety Edition,2016,59514
4898,5275000,Toyota,Vitz,Safety Edition,2007,89000
4899,6800000,Toyota,Vitz,Safety Edition,2014,24739
4900,6800000,Toyota,Vitz,Safety Edition,2015,30000
4901,5250000,Toyota,Vitz,Safety Edition,2009,106000
4902,6650000,Toyota,Vitz,Safety Edition,2015,74000
4903,8350000,Toyota,Vitz,Safety Edition,2018,15000
4904,4800000,Toyota,Vitz,Safety Edition,2007,150000
4905,8350000,Toyota,Vitz,Safety Edition,2018,11526
4906,7975000,Toyota,Vitz,Safety Edition,2017,31000
4907,6600000,Toyota,Vitz,Safety Edition,2016,41000
4908,6500000,Toyota,Vitz,Safety Edition,2015,52293
4909,7350000,Toyota,Vitz,Safety Edition,2017,78000
4910,6550000,Toyota,Vitz,Safety Edition,2015,90000
4911,7790000,Toyota,Vitz,Safety Edition,2018,46000
4912,6675000,Toyota,Vitz,Safety Edition,2016,37500
4913,5200000,Toyota,Vitz,Safety Edition,2010,120000
4914,7400000,Toyota,Vitz,Safety Edition,2017,30000
4915,7890000,Toyota,Vitz,Safety Edition,2018,42000
4916,8200000,Toyota,Vitz,Safety Edition,2017,67028
4917,7900000,Toyota,Vitz,Safety Edition,2017,26000
4918,8400000,Toyota,Vitz,Safety Edition,2018,8200
4919,7975000,Toyota,Vitz,Safety Edition,2018,29000
4920,7650000,Toyota,Vitz,Safety Edition,2018,44000
4921,6675000,Toyota,Vitz,Safety Edition,2016,71000
4922,4675000,Toyota,Vitz,Safety Edition,2008,93000
4923,7890000,Toyota,Vitz,Safety Edition,2017,13000
4924,7750000,Toyota,Vitz,Safety Edition,2018,47000
4925,8950000,Toyota,Vitz,Safety Edition,2018,35000
4926,6850000,Toyota,Vitz,Safety Edition,2016,41000
4927,7250000,Toyota,Vitz,Safety Edition,2017,36800
4928,7550000,Toyota,Vitz,Safety Edition,2017,64000
4929,6850000,Toyota,Vitz,Safety Edition,2016,83000
4930,5490000,Toyota,Vitz,Safety Edition,2010,86000
4931,7350000,Toyota,Vitz,Safety Edition,2017,25633
4932,6500000,Toyota,Vitz,Safety Edition,2015,54900
4933,7850000,Toyota,Vitz,Safety Edition,2018,50000
4934,8250000,Toyota,Vitz,Safety Edition,2017,25100
4935,7550000,Toyota,Vitz,Safety Edition,2017,56000
4936,8380000,Toyota,Vitz,Safety Edition,2018,32000
4937,6990000,Toyota,Vitz,Safety Edition,2015,48000
4938,6800000,Toyota,Vitz,Safety Edition,2015,53000
4939,6350000,Toyota,Vitz,Safety Edition,2015,88000
4940,6190000,Toyota,Vitz,Safety Edition,2015,40000
4941,6850000,Toyota,Vitz,Safety Edition,2016,28000
4942,7800000,Toyota,Vitz,Safety Edition,2018,47000
4943,6475000,Toyota,Vitz,Safety Edition,2012,78500
4944,5390000,Toyota,Vitz,Safety Edition,2008,90000
4945,3350000,Toyota,Vitz,Safety Edition,2000,148000
4946,4175000,Toyota,Vitz,Safety Edition,2005,140000
4947,7075000,Toyota,Vitz,Safety Edition,2017,39000
4948,4975000,Toyota,Vitz,Safety Edition,2007,95500
4949,7775000,Toyota,Vitz,Safety Edition,2018,43000
4950,7190000,Toyota,Vitz,Safety Edition,2017,39300
4951,5195000,Toyota,Vitz,Safety Edition,2010,126750
4952,5100000,Toyota,Vitz,Safety Edition,2008,160000
4953,6975000,Toyota,Vitz,Safety Edition,2016,38000
4954,6750000,Toyota,Vitz,Safety Edition,2016,53000
4955,6600000,Toyota,Vitz,Safety Edition,2015,60000
4956,7850000,Toyota,Vitz,Safety Edition,2018,19000
4957,5985000,Toyota,Vitz,Safety Edition,2011,109800
4958,7140000,Toyota,Vitz,Safety Edition,2017,67000
4959,5550000,Toyota,Vitz,Safety Edition,2011,67000
4960,6890000,Toyota,Vitz,Safety Edition,2016,42300
4961,6750000,Toyota,Vitz,Safety Edition,2016,80000
4962,7500000,Toyota,Vitz,Safety Edition,2016,43000
4963,7550000,Toyota,Vitz,Safety Edition,2018,30000
4964,7210000,Toyota,Vitz,Safety Edition,2017,39000
4965,7100000,Toyota,Vitz,Safety Edition,2017,80000
4966,7375000,Toyota,Vitz,Safety Edition,2018,64000
4967,8450000,Toyota,Vitz,Safety Edition,2017,16728
4968,8450000,Toyota,Vitz,Safety Edition,2017,15007
4969,8200000,Toyota,Vitz,Safety Edition,2017,47000
4970,7800000,Toyota,Vitz,Safety Edition,2018,51000
4971,7350000,Toyota,Vitz,Safety Edition,2018,70000
4972,7990000,Toyota,Vitz,Safety Edition,2018,27000
4973,8795000,Toyota,Vitz,Safety Edition,2019,30621
4974,7025000,Toyota,Vitz,Safety Edition,2017,49500
4975,6800000,Toyota,Vitz,Safety Edition,2015,38000
4976,5000000,Toyota,Vitz,Safety Edition,2007,76000
4977,7800000,Toyota,Vitz,Safety Edition,2018,31202
4978,7950000,Toyota,Vitz,Safety Edition,2018,16000
4979,7650000,Toyota,Vitz,Safety Edition,2018,40000
4980,5275000,Toyota,Vitz,Safety Edition,2010,103000
4981,6500000,Toyota,Vitz,Safety Edition,2015,84000
4982,7500000,Toyota,Vitz,Safety Edition,2018,18000
4983,9600000,Toyota,Vitz,Safety Edition,2018,34000
4984,5300000,Toyota,Vitz,Safety Edition,2008,80000
4985,8200000,Toyota,Vitz,Safety Edition,2018,45000
4986,8500000,Toyota,Vitz,Safety Edition,2018,5000
4987,7400000,Toyota,Vitz,Safety Edition,2017,60082
4988,8700000,Toyota,Vitz,Safety Edition,2017,19000
4989,8475000,Toyota,Vitz,Safety Edition,2017,16300
4990,7975000,Toyota,Vitz,Safety Edition,2018,31885
4991,6800000,Toyota,Vitz,Safety Edition,2016,69000
4992,8700000,Toyota,Vitz,Safety Edition,2017,12000
4993,6775000,Toyota,Vitz,Safety Edition,2015,57000
4994,7975000,Toyota,Vitz,Safety Edition,2018,29000
4995,7550000,Toyota,Vitz,Safety Edition,2018,55000
4996,7250000,Toyota,Vitz,Safety Edition,2016,68000
4997,6900000,Toyota,Vitz,Safety Edition,2011,61000
4998,6900000,Toyota,Vitz,Safety Edition,2016,76000
4999,8150000,Toyota,Vitz,Safety Edition,2018,23000
5000,8750000,Toyota,Vitz,Safety Edition,2017,22854
5001,8300000,Toyota,Vitz,Safety Edition,2019,25500
5002,6475000,Toyota,Vitz,Safety Edition,2015,79000
5003,5275000,Toyota,Vitz,Safety Edition,2007,110000
5004,8450000,Toyota,Vitz,Safety Edition,2017,8837
5005,8650000,Toyota,Vitz,Safety Edition,2017,19067
5006,8650000,Toyota,Vitz,Safety Edition,2017,16151
5007,6800000,Toyota,Vitz,Safety Edition,2016,27000
5008,8450000,Toyota,Vitz,Safety Edition,2017,12000
5009,7350000,Toyota,Vitz,Safety Edition,2017,24000
5010,6450000,Toyota,Vitz,Safety Edition,2015,75000
5011,7300000,Toyota,Vitz,Safety Edition,2017,34000
5012,8400000,Toyota,Vitz,Safety Edition,2018,13360
5013,7900000,Toyota,Vitz,Safety Edition,2017,35050
5014,8100000,Toyota,Vitz,Safety Edition,2018,20000
5015,4695000,Toyota,Vitz,Safety Edition,2008,121000
5016,6625000,Toyota,Vitz,Safety Edition,2015,33000
5017,4600000,Toyota,Vitz,Safety Edition,2007,116000
5018,7780000,Toyota,Vitz,Safety Edition,2018,65000
5019,5190000,Toyota,Vitz,Safety Edition,2008,120000
5020,7950000,Toyota,Vitz,Safety Edition,2018,19000
5021,4800000,Toyota,Vitz,Safety Edition,2007,95723
5022,5675000,Toyota,Vitz,Safety Edition,2011,139000
5023,6600000,Toyota,Vitz,Safety Edition,2015,28000
5024,7300000,Toyota,Vitz,Safety Edition,2017,30000
5025,7990000,Toyota,Vitz,Safety Edition,2018,43000
5026,6900000,Toyota,Vitz,Safety Edition,2016,75000
5027,6900000,Toyota,Vitz,Safety Edition,2016,32254
5028,7500000,Toyota,Vitz,Safety Edition,2016,32000
5029,6540000,Toyota,Vitz,Safety Edition,2014,63867
5030,7700000,Toyota,Vitz,Safety Edition,2018,11000
5031,6365000,Toyota,Vitz,Safety Edition,2015,65000
5032,8000000,Toyota,Vitz,Safety Edition,2018,30600
5033,8250000,Toyota,Vitz,Safety Edition,2019,44500
5034,7600000,Toyota,Vitz,Safety Edition,2018,53758
5035,6850000,Toyota,Vitz,Safety Edition,2017,55224
5036,8500000,Toyota,Vitz,Safety Edition,2019,5964
5037,6575000,Toyota,Vitz,Safety Edition,2016,35000
5038,8775000,Toyota,Vitz,Safety Edition,2019,28000
5039,8250000,Toyota,Vitz,Safety Edition,2018,30000
5040,7290000,Toyota,Vitz,Safety Edition,2017,24000
5041,6350000,Toyota,Vitz,Safety Edition,2015,23000
5042,7975000,Toyota,Vitz,Safety Edition,2018,28000
5043,6190000,Toyota,Vitz,Safety Edition,2016,45000
5044,6350000,Toyota,Vitz,Safety Edition,2015,25000
5045,5750000,Toyota,Vitz,Safety Edition,2016,23000
5046,7900000,Toyota,Vitz,Safety Edition,2017,44100
5047,6575000,Toyota,Vitz,Safety Edition,2016,23000
5048,6975000,Toyota,Vitz,Safety Edition,2017,30000
5049,7650000,Toyota,Vitz,Safety Edition,2018,7000
5050,7050000,Toyota,Vitz,Safety Edition,2017,40000
5051,2975000,Toyota,Vitz,Safety Edition,2001,102500
5052,4575000,Toyota,Vitz,Safety Edition,2007,96000
5053,5400000,Toyota,Vitz,Safety Edition,2015,84000
5054,3790000,Toyota,Vitz,Safety Edition,2007,84500
5055,3800000,Toyota,Vitz,Safety Edition,2008,87822
5056,4975000,Toyota,Vitz,Safety Edition,2007,97269
5057,6975000,Toyota,Vitz,Safety Edition,2017,30545
5058,5775000,Toyota,Vitz,Safety Edition,2015,64000
5059,4575000,Toyota,Vitz,Safety Edition,2008,86000
5060,7250000,Toyota,Vitz,Safety Edition,2018,14200
5061,4200000,Toyota,Vitz,Safety Edition,2005,167000
5062,4290000,Toyota,Vitz,Safety Edition,2005,120000
5063,6690000,Toyota,Vitz,Safety Edition,2016,45693
5064,4850000,Toyota,Vitz,Safety Edition,2007,131586
5065,8550000,Toyota,Vitz,Safety Edition,2018,32709
5066,8290000,Toyota,Vitz,Safety Edition,2018,31109
5067,7795000,Toyota,Vitz,Safety Edition,2017,23000
5068,6575000,Toyota,Vitz,Safety Edition,2016,23000
5069,7050000,Toyota,Vitz,Safety Edition,2017,40000
5070,6995000,Toyota,Vitz,Safety Edition,2016,54703
5071,7300000,Toyota,Vitz,Safety Edition 2,2018,7000
5072,6350000,Toyota,Vitz,KSP90,2015,25000
5073,6790000,Toyota,Vitz,KSP90,2017,42500
5074,4580000,Toyota,Vitz,KSP90,2008,119250
5075,6575000,Toyota,Vitz,KSP90,2016,35000
5076,3750000,Toyota,Vitz,KSP90,2005,135000
5077,7250000,Toyota,Vitz,KSP90,2018,20000
5078,6575000,Toyota,Vitz,KSP90,2016,43000
5079,5575000,Toyota,Vitz,KSP90,2015,36980
5080,8600000,Toyota,Vitz,KSP90,2018,40000
5081,6925000,Toyota,Vitz,KSP90,2017,28200
5082,6775000,Toyota,Vitz,KSP90,2016,50000
5083,6575000,Toyota,Vitz,KSP90,2016,23000
5084,6350000,Toyota,Vitz,KSP90,2015,25000
5085,8190000,Toyota,Vitz,KSP90,2018,22586
5086,8290000,Toyota,Vitz,KSP90,2018,30713
5087,3975000,Toyota,Vitz,KSP90,2007,111000
5088,3750000,Toyota,Vitz,KSP90,2001,140000
5089,4680000,Toyota,Vitz,KSP90,2007,100000
5090,4275000,Toyota,Vitz,KSP90,2007,130000
5091,7400000,Toyota,Vitz,KSP90,2015,33000
5092,6850000,Toyota,Vitz,KSP90,2016,39500
5093,7250000,Toyota,Vitz,KSP90,2017,48000
5094,8600000,Toyota,Vitz,KSP90,2019,11500
5095,6990000,Toyota,Vitz,KSP90,2015,48000
5096,7650000,Toyota,Vitz,KSP90,2018,25000
5097,4475000,Toyota,Vitz,KSP90,2007,87350
5098,6600000,Toyota,Vitz,KSP90,2016,59000
5099,7950000,Toyota,Vitz,KSP90,2018,10360
5100,8500000,Toyota,Vitz,KSP90,2019,20607
5101,6975000,Toyota,Vitz,KSP90,2017,28000
5102,8975000,Toyota,Vitz,KSP90,2019,18000
5103,7950000,Toyota,Vitz,KSP90,2017,21000
5104,5500000,Toyota,Vitz,KSP90,2009,94000
5105,8700000,Toyota,Vitz,KSP90,2018,12181
5106,3975000,Toyota,Vitz,KSP90,2007,98000
5107,5100000,Toyota,Vitz,KSP90,2009,114000
5108,6890000,Toyota,Vitz,KSP90,2015,136223
5109,7290000,Toyota,Vitz,KSP90,2016,56297
5110,6600000,Toyota,Vitz,KSP90,2017,56000
5111,7950000,Toyota,Vitz,KSP90,2018,18500
5112,5750000,Toyota,Vitz,KSP90,2016,52500
5113,6000000,Toyota,Vitz,KSP90,2017,23000
5114,6500000,Toyota,Vitz,KSP90,2016,57000
5115,7850000,Toyota,Vitz,KSP90,2019,32965
5116,7900000,Toyota,Vitz,KSP90,2017,40000
5117,6400000,Toyota,Vitz,KSP90,2015,51000
5118,6700000,Toyota,Vitz,KSP90,2016,34000
5119,8990000,Toyota,Vitz,KSP90,2019,32330
5120,6000000,Toyota,Vitz,KSP90,2016,55000
5121,7490000,Toyota,Vitz,KSP90,2015,40100
5122,6000000,Toyota,Vitz,KSP90,2015,70000
5123,7550000,Toyota,Vitz,KSP90,2017,29000
5124,7450000,Toyota,Vitz,KSP90,2017,27000
5125,7890000,Toyota,Vitz,KSP90,2018,31000
5126,5950000,Toyota,Vitz,KSP90,2016,51000
5127,8250000,Toyota,Vitz,KSP90,2017,17600
5128,6850000,Toyota,Vitz,KSP90,2015,33000
5129,4775000,Toyota,Vitz,KSP90,2007,110000
5130,6750000,Toyota,Vitz,KSP90,2015,50000
5131,6900000,Toyota,Vitz,KSP90,2016,60500
5132,7685000,Toyota,Vitz,KSP90,2018,23000
5133,5100000,Toyota,Vitz,KSP90,2010,109000
5134,5700000,Toyota,Vitz,KSP90,2015,104000
5135,5575000,Toyota,Vitz,KSP90,2015,58000
5136,6620000,Toyota,Vitz,KSP90,2017,44000
5137,6000000,Toyota,Vitz,KSP90,2015,49000
5138,4550000,Toyota,Vitz,KSP90,2008,107000
5139,7875000,Toyota,Vitz,KSP90,2018,20000
5140,6250000,Toyota,Vitz,KSP90,2015,73240
5141,6100000,Toyota,Vitz,KSP90,2015,95000
5142,5000000,Toyota,Vitz,KSP90,2009,66000
5143,7650000,Toyota,Vitz,KSP90,2018,58000
5144,2775000,Toyota,Vitz,KSP90,2003,220000
5145,7000000,Toyota,Vitz,KSP90,2016,93000
5146,7450000,Toyota,Vitz,KSP90,2018,15000
5147,7950000,Toyota,Vitz,KSP90,2018,18000
5148,8450000,Toyota,Vitz,KSP90,2017,44000
5149,4475000,Toyota,Vitz,KSP90,2007,103000
5150,6400000,Toyota,Vitz,KSP90,2016,40000
5151,6550000,Toyota,Vitz,KSP90,2016,97000
5152,4495000,Toyota,Vitz,KSP90,2007,170233
5153,6825000,Toyota,Vitz,KSP90,2017,48000
5154,6975000,Toyota,Vitz,KSP90,2017,35600
5155,5990000,Toyota,Vitz,KSP90,2015,60000
5156,6500000,Toyota,Vitz,KSP90,2016,27500
5157,7000000,Toyota,Vitz,KSP90,2016,37000
5158,8350000,Toyota,Vitz,KSP90,2017,53600
5159,3250000,Toyota,Vitz,KSP90,2001,90703
5160,4990000,Toyota,Vitz,KSP90,2010,80000
5161,6950000,Toyota,Vitz,KSP90,2016,54600
5162,8700000,Toyota,Vitz,KSP90,2018,22300
5163,4995000,Toyota,Vitz,KSP90,2010,81000
5164,6650000,Toyota,Vitz,KSP90,2016,61600
5165,4595000,Toyota,Vitz,KSP90,2010,113000
5166,6300000,Toyota,Vitz,KSP90,2017,77000
5167,7525000,Toyota,Vitz,KSP90,2018,48000
5168,5695000,Toyota,Vitz,KSP90,2015,49000
5169,4890000,Toyota,Vitz,KSP90,2007,85000
5170,6125000,Toyota,Vitz,KSP90,2016,55200
5171,4750000,Toyota,Vitz,KSP90,2007,97000
5172,6575000,Toyota,Vitz,KSP90,2016,52000
5173,6950000,Toyota,Vitz,KSP90,2016,83087
5174,6600000,Toyota,Vitz,KSP90,2017,24000
5175,9350000,Toyota,Vitz,KSP90,2019,15000
5176,4300000,Toyota,Vitz,KSP90,2007,150000
5177,8650000,Toyota,Vitz,KSP90,2018,11000
5178,6925000,Toyota,Vitz,KSP90,2017,38000
5179,6500000,Toyota,Vitz,KSP90,2016,33000
5180,8250000,Toyota,Vitz,KSP90,2018,46853
5181,5995000,Toyota,Vitz,KSP90,2015,42234
5182,6500000,Toyota,Vitz,KSP90,2015,76000
5183,8200000,Toyota,Vitz,KSP90,2019,6000
5184,5500000,Toyota,Vitz,KSP90,2009,92257
5185,7400000,Toyota,Vitz,KSP90,2017,21000
5186,7150000,Toyota,Vitz,KSP90,2018,31000
5187,6850000,Toyota,Vitz,KSP90,2015,50000
5188,7050000,Toyota,Vitz,KSP90,2018,10000
5189,4800000,Toyota,Vitz,KSP90,2007,132000
5190,6200000,Toyota,Vitz,KSP90,2017,84000
5191,4850000,Toyota,Vitz,KSP90,2010,92000
5192,4650000,Toyota,Vitz,KSP90,2008,145000
5193,5250000,Toyota,Vitz,KSP90,2008,91000
5194,6500000,Toyota,Vitz,KSP90,2017,43000
5195,7500000,Toyota,Vitz,KSP90,2018,56000
5196,4750000,Toyota,Vitz,KSP90,2007,120000
5197,6200000,Toyota,Vitz,KSP90,2016,68400
5198,4800000,Toyota,Vitz,KSP90,2010,88000
5199,6975000,Toyota,Vitz,KSP90,2017,41250
5200,7250000,Toyota,Vitz,KSP90,2016,76000
5201,7990000,Toyota,Vitz,KSP90,2017,22201
5202,6750000,Toyota,Vitz,KSP90,2016,47000
5203,7700000,Toyota,Vitz,KSP90,2018,20000
5204,4550000,Toyota,Vitz,KSP90,2008,129000
5205,7250000,Toyota,Vitz,KSP90,2017,78000
5206,7650000,Toyota,Vitz,KSP90,2018,27400
5207,7250000,Toyota,Vitz,KSP90,2017,53000
5208,5990000,Toyota,Vitz,KSP90,2015,23000
5209,6350000,Toyota,Vitz,KSP90,2014,32430
5210,6700000,Toyota,Vitz,KSP90,2015,58000
5211,6150000,Toyota,Vitz,KSP90,2016,77000
5212,6050000,Toyota,Vitz,KSP90,2015,67000
5213,9575000,Toyota,Vitz,KSP90,2019,15000
5214,8200000,Toyota,Vitz,KSP90,2019,29000
5215,4850000,Toyota,Vitz,KSP90,2008,73000
5216,7500000,Toyota,Vitz,KSP90,2017,36000
5217,4200000,Toyota,Vitz,KSP90,2007,74969
5218,3750000,Toyota,Vitz,KSP90,2001,125000
5219,6975000,Toyota,Vitz,KSP90,2016,108563
5220,6800000,Toyota,Vitz,KSP90,2015,31000
5221,7275000,Toyota,Vitz,KSP90,2017,36000
5222,6500000,Toyota,Vitz,KSP90,2017,30000
5223,7800000,Toyota,Vitz,KSP90,2017,50000
5224,5100000,Toyota,Vitz,KSP90,2008,150000
5225,4390000,Toyota,Vitz,KSP90,2007,99957
5226,6950000,Toyota,Vitz,KSP90,2016,56700
